sgrna_id	Gene	library0	R0_0	R1_0
7275	neutral_1623	536	499	553
7276	neutral_1623	678	626	802
7277	neutral_1623	401	422	487
7278	neutral_1624	117	124	207
7279	neutral_1624	444	505	587
7280	neutral_1624	720	791	666
7281	neutral_1624	92	101	82
7282	neutral_1625	207	255	122
7283	neutral_1625	1172	1328	1147
7284	neutral_1625	491	565	496
7285	neutral_1625	817	931	798
7286	neutral_1626	530	601	612
7287	essential_177	55	3	14
7288	neutral_1626	125	176	169
7289	neutral_1626	743	894	790
7290	neutral_1626	726	849	645
7291	neutral_1627	300	220	273
7292	neutral_1627	144	166	162
7293	neutral_1627	338	476	328
7294	neutral_1627	327	309	309
7295	essential_178	142	28	37
7296	neutral_1628	101	104	128
7297	neutral_1628	237	191	216
7298	neutral_1628	294	359	342
7299	neutral_1628	658	728	658
7300	neutral_1629	61	90	124
7301	neutral_1629	334	312	324
7302	essential_178	61	2	9
7303	neutral_1629	92	158	93
7304	neutral_1629	178	217	188
7305	neutral_1630	132	85	199
7306	neutral_1630	296	315	321
7307	neutral_1630	456	549	425
7308	neutral_1630	475	497	399
7309	neutral_1631	205	199	268
7310	neutral_1631	355	340	340
7311	neutral_1631	306	366	385
7312	neutral_1631	102	72	120
7313	essential_178	701	272	256
7314	neutral_1632	115	70	147
7315	neutral_1632	226	208	194
7316	neutral_1632	281	318	304
7317	neutral_1632	295	253	315
7318	neutral_1633	531	503	588
7319	neutral_1633	335	238	415
7320	essential_178	431	87	76
7321	neutral_1633	83	84	90
7322	neutral_1633	147	181	199
7323	neutral_1634	276	257	228
7324	neutral_1634	400	429	357
7325	neutral_1634	271	225	277
7326	essential_179	127	128	141
7327	neutral_1634	2559	2582	2598
7328	neutral_1635	317	284	278
7329	neutral_1635	170	214	162
7330	neutral_1635	161	128	78
7331	neutral_1635	428	438	502
7332	neutral_1636	123	145	75
7333	neutral_1636	246	232	204
7334	neutral_1636	422	527	469
7335	neutral_1636	713	704	685
7336	neutral_1637	669	642	834
7337	neutral_1637	370	332	409
7338	neutral_1637	106	68	57
7339	neutral_1637	140	141	87
7340	neutral_1638	177	185	146
7341	neutral_1638	635	560	570
7342	neutral_1638	175	169	129
7343	essential_179	407	150	129
7344	essential_179	309	85	102
7345	neutral_1638	755	708	809
7346	neutral_1639	632	512	674
7347	neutral_1639	199	166	121
7348	neutral_1639	192	159	211
7349	neutral_1639	555	668	539
7350	neutral_1640	41	66	49
7351	neutral_1640	360	298	374
7352	neutral_1640	1036	902	1067
7353	neutral_1640	144	125	158
7354	neutral_1641	446	436	460
7355	neutral_1641	213	224	96
7356	neutral_1641	306	295	349
7357	neutral_1641	92	163	53
7358	neutral_1642	191	227	248
7359	neutral_1642	176	139	101
7360	essential_179	46	8	10
7361	neutral_1642	611	563	535
7362	neutral_1642	110	152	148
7363	neutral_1643	257	315	258
7364	neutral_1643	499	595	521
7365	neutral_1643	830	915	862
7366	neutral_1643	334	184	305
7367	neutral_1644	149	160	87
7368	neutral_1644	186	165	230
7369	neutral_1644	114	93	122
7370	neutral_1644	71	78	91
7371	neutral_1645	295	211	317
7372	neutral_1645	85	94	92
7373	neutral_1645	456	442	543
7374	neutral_1645	584	664	616
7375	neutral_1646	482	495	432
7376	neutral_1646	162	132	86
7377	neutral_1646	1449	1381	1292
7378	essential_180	325	287	309
7379	neutral_1646	90	103	107
7380	neutral_1647	182	144	161
7381	neutral_1647	274	243	264
7382	neutral_1647	599	652	666
7383	neutral_1647	485	465	465
7384	neutral_1648	214	242	181
7385	neutral_1648	502	445	535
7386	neutral_1648	74	124	48
7387	neutral_1648	1006	1064	991
7388	neutral_1649	288	264	286
7389	neutral_1649	216	223	210
7390	neutral_1649	462	497	491
7391	neutral_1649	1130	1005	1087
7392	neutral_1650	453	516	539
7393	neutral_1650	195	198	268
7394	neutral_1650	320	322	277
7395	neutral_1650	835	720	1047
7396	neutral_1651	182	181	132
7397	growthsupressing_17	827	1760	1434
7398	neutral_1651	196	140	151
7399	neutral_1651	379	442	408
7400	neutral_1651	54	95	105
7401	neutral_1652	105	117	137
7402	neutral_1652	576	552	419
7403	neutral_1652	344	283	412
7404	neutral_1652	101	136	61
7405	neutral_1653	435	344	428
7406	neutral_1653	239	188	299
7407	neutral_1653	291	410	373
7408	neutral_1653	141	139	111
7409	neutral_1654	155	138	289
7410	neutral_1654	195	185	273
7411	essential_180	190	29	17
7412	essential_180	1186	616	841
7413	essential_180	162	157	127
7414	neutral_1654	58	32	18
7415	essential_181	325	40	57
7416	neutral_1654	238	240	259
7417	neutral_1655	87	115	99
7418	neutral_1655	518	440	535
7419	neutral_1655	121	154	174
7420	neutral_1655	428	326	355
7421	essential_181	120	60	34
7422	growthsupressing_18	228	239	255
7423	neutral_1656	513	408	476
7424	neutral_1656	352	400	405
7425	neutral_1656	340	320	324
7426	neutral_1656	490	557	465
7427	neutral_1657	494	701	482
7428	neutral_1657	567	607	543
7429	neutral_1657	124	109	145
7430	essential_181	271	72	31
7431	neutral_1657	395	517	393
7432	neutral_1658	183	180	136
7433	essential_181	213	51	27
7434	neutral_1658	137	132	101
7435	neutral_1658	321	254	235
7436	neutral_1658	289	241	287
7437	neutral_1659	374	288	400
7438	neutral_1659	420	353	456
7439	neutral_1659	155	113	78
7440	neutral_1659	201	238	217
7441	essential_182	1607	1403	1327
7442	neutral_1660	232	104	140
7443	essential_182	421	66	95
7444	neutral_1660	319	397	311
7445	neutral_1660	886	918	908
7446	neutral_1660	187	209	214
7447	essential_182	457	77	75
7448	neutral_1661	509	449	610
7449	neutral_1661	416	554	564
7450	neutral_1661	501	559	468
7451	essential_182	231	51	36
7452	essential_183	860	259	249
7453	neutral_1661	789	841	779
7454	neutral_1662	52	30	49
7455	neutral_1662	389	434	338
7456	neutral_1662	185	158	176
7457	neutral_1662	217	311	220
7458	neutral_1663	67	74	85
7459	neutral_1663	251	265	303
7460	neutral_1663	159	138	224
7461	neutral_1663	318	279	336
7462	neutral_1664	1277	1319	1358
7463	neutral_1664	313	360	245
7464	neutral_1664	229	212	197
7465	neutral_1664	435	375	369
7466	neutral_1665	1072	1069	1204
7467	neutral_1665	278	423	245
7468	neutral_1665	204	160	266
7469	neutral_1665	344	383	509
7470	essential_183	40	0	7
7471	essential_183	164	165	144
7472	neutral_1666	77	26	61
7473	essential_183	218	145	127
7474	neutral_1666	215	236	180
7475	neutral_1666	326	303	162
7476	neutral_1666	291	284	393
7477	neutral_1667	410	452	351
7478	neutral_1667	920	1016	913
7479	neutral_1667	390	413	427
7480	neutral_1667	160	159	182
7481	neutral_1668	438	434	393
7482	neutral_1668	185	120	243
7483	neutral_1668	1277	1434	1588
7484	neutral_1668	209	242	272
7485	neutral_1669	458	335	401
7486	neutral_1669	192	191	189
7487	essential_184	135	63	39
7488	neutral_1669	226	271	309
7489	neutral_1669	629	613	588
7490	neutral_1670	768	644	530
7491	neutral_1670	700	601	799
7492	neutral_1670	526	540	477
7493	neutral_1670	914	893	930
7494	neutral_1671	124	207	116
7495	essential_184	195	16	28
7496	neutral_1671	408	319	271
7497	neutral_1671	220	242	207
7498	neutral_1671	428	324	379
7499	neutral_1672	775	673	872
7500	neutral_1672	364	494	350
7501	neutral_1672	523	531	628
7502	neutral_1672	1403	1405	1513
7503	neutral_1673	2259	2389	2135
7504	neutral_1673	201	214	292
7505	neutral_1673	2477	2695	2373
7506	essential_184	282	56	20
7507	neutral_1673	266	317	190
7508	neutral_1674	285	195	184
7509	neutral_1674	961	766	811
7510	neutral_1674	139	216	85
7511	neutral_1674	421	283	421
7512	neutral_1675	671	590	579
7513	neutral_1675	190	200	263
7514	neutral_1675	318	415	420
7515	neutral_1675	156	181	184
7516	neutral_1676	163	178	168
7517	neutral_1676	1053	962	1071
7518	neutral_1676	122	111	84
7519	neutral_1676	93	89	96
7520	neutral_1677	186	112	128
7521	neutral_1677	360	315	273
7522	neutral_1677	280	293	287
7523	neutral_1677	425	437	488
7524	neutral_1678	380	434	397
7525	neutral_1678	550	531	542
7526	neutral_1678	725	699	874
7527	neutral_1678	321	339	286
7528	neutral_1679	1698	1901	1622
7529	neutral_1679	105	79	127
7530	neutral_1679	415	457	341
7531	neutral_1679	92	77	59
7532	neutral_1680	80	94	71
7533	neutral_1680	553	576	521
7534	neutral_1680	361	396	269
7535	neutral_1680	311	291	425
7536	neutral_1681	458	444	506
7537	neutral_1681	339	419	282
7538	neutral_1681	875	760	859
7539	neutral_1681	325	303	327
7540	neutral_1682	93	99	57
7541	neutral_1682	362	273	458
7542	essential_184	279	99	75
7543	neutral_1682	157	178	183
7544	neutral_1682	202	214	203
7545	neutral_1683	353	362	342
7546	essential_185	830	169	176
7547	neutral_1683	517	619	516
7548	neutral_1683	1761	1725	1815
7549	neutral_1683	307	542	332
7550	essential_185	530	93	63
7551	neutral_1684	209	378	214
7552	neutral_1684	26	11	33
7553	neutral_1684	216	237	171
7554	neutral_1684	530	448	617
7555	neutral_1685	165	108	118
7556	neutral_1685	116	193	93
7557	neutral_1685	280	384	307
7558	neutral_1685	677	636	841
7559	neutral_1686	226	360	266
7560	growthsupressing_18	1100	2922	2672
7561	neutral_1686	413	497	446
7562	growthsupressing_18	690	901	877
7563	neutral_1686	159	170	179
7564	neutral_1686	125	125	137
7565	neutral_1687	443	355	310
7566	growthsupressing_18	439	2996	2774
7567	neutral_1687	256	270	308
7568	neutral_1687	198	232	204
7569	neutral_1687	187	218	218
7570	neutral_1688	583	510	567
7571	neutral_1688	204	213	194
7572	neutral_1688	234	184	267
7573	neutral_1688	332	334	477
7574	neutral_1689	675	615	786
7575	neutral_1689	273	219	249
7576	neutral_1689	494	569	412
7577	essential_185	435	54	62
7578	growthsupressing_19	284	1168	1241
7579	neutral_1689	263	304	310
7580	neutral_1690	161	131	116
7581	neutral_1690	1335	1207	1328
7582	neutral_1690	66	76	94
7583	neutral_1690	159	146	199
7584	neutral_1691	201	159	289
7585	neutral_1691	490	533	548
7586	essential_185	492	486	421
7587	neutral_1691	183	136	259
7588	neutral_1691	79	73	80
7589	neutral_1692	214	161	249
7590	neutral_1692	120	105	108
7591	essential_186	352	301	180
7592	neutral_1692	223	256	267
7593	essential_186	555	90	111
7594	neutral_1692	206	209	297
7595	neutral_1693	465	451	522
7596	essential_186	320	69	123
7597	neutral_1693	295	253	294
7598	essential_186	159	65	58
7599	neutral_1693	182	119	210
7600	neutral_1693	191	250	181
7601	neutral_1694	670	669	562
7602	neutral_1694	321	229	352
7603	neutral_1694	577	607	642
7604	neutral_1694	315	409	210
7605	neutral_1695	484	509	518
7606	essential_187	148	15	22
7607	neutral_1695	748	875	816
7608	neutral_1695	110	90	94
7609	neutral_1695	292	200	421
7610	neutral_1696	117	136	136
7611	neutral_1696	423	408	232
7612	neutral_1696	223	214	274
7613	neutral_1696	415	443	431
7614	neutral_1697	105	102	81
7615	neutral_1697	707	841	790
7616	essential_187	88	3	8
7617	neutral_1697	154	114	148
7618	neutral_1697	77	91	95
7619	neutral_1698	1268	1217	1343
7620	neutral_1698	114	145	87
7621	neutral_1698	201	189	191
7622	neutral_1698	528	493	418
7623	neutral_1699	209	220	159
7624	neutral_1699	303	294	380
7625	neutral_1699	138	301	115
7626	neutral_1699	689	703	693
7627	neutral_1700	106	143	140
7628	neutral_1700	914	897	919
7629	neutral_1700	142	91	127
7630	neutral_1700	338	318	406
7631	neutral_1701	123	107	110
7632	essential_187	337	147	150
7633	neutral_1701	807	620	784
7634	neutral_1701	257	283	268
7635	neutral_1701	259	219	160
7636	neutral_1702	259	348	113
7637	neutral_1702	839	1008	734
7638	neutral_1702	238	296	151
7639	neutral_1702	285	225	228
7640	neutral_1703	151	147	242
7641	neutral_1703	158	120	220
7642	neutral_1703	489	558	390
7643	neutral_1703	152	177	133
7644	neutral_1704	204	117	235
7645	neutral_1704	322	281	345
7646	neutral_1704	421	498	465
7647	neutral_1704	210	102	167
7648	neutral_1705	595	676	653
7649	essential_187	52	17	11
7650	neutral_1705	340	394	354
7651	essential_188	502	300	326
7652	essential_188	355	138	232
7653	essential_188	404	29	34
7654	neutral_1705	222	145	333
7655	neutral_1705	1757	1948	1849
7656	neutral_1706	325	261	349
7657	neutral_1706	275	114	168
7658	neutral_1706	456	384	529
7659	neutral_1706	666	516	673
7660	essential_188	253	67	41
7661	neutral_1707	202	340	309
7662	neutral_1707	185	182	186
7663	neutral_1707	335	266	213
7664	neutral_1707	757	685	668
7665	neutral_1708	173	116	129
7666	neutral_1708	127	110	126
7667	neutral_1708	169	228	136
7668	neutral_1708	496	547	518
7669	neutral_1709	91	120	163
7670	neutral_1709	198	190	261
7671	neutral_1709	1559	1653	1646
7672	neutral_1709	449	583	410
7673	neutral_1710	168	190	303
7674	neutral_1710	464	355	412
7675	growthsupressing_19	166	397	269
7676	neutral_1710	246	187	244
7677	neutral_1710	1494	1711	1700
7678	growthsupressing_19	1127	2252	2310
7679	neutral_1711	191	161	283
7680	neutral_1711	112	137	183
7681	neutral_1711	368	339	437
7682	neutral_1711	213	189	169
7683	essential_189	351	55	99
7684	neutral_1712	427	429	350
7685	essential_189	225	49	82
7686	neutral_1712	320	431	320
7687	neutral_1712	180	97	214
7688	neutral_1712	92	84	76
7689	essential_189	80	13	25
7690	neutral_1713	346	425	386
7691	neutral_1713	824	782	913
7692	neutral_1713	180	150	134
7693	neutral_1713	540	551	678
7694	neutral_1714	256	313	246
7695	essential_189	89	8	5
7696	neutral_1714	170	204	100
7697	neutral_1714	411	446	482
7698	neutral_1714	321	287	297
7699	neutral_1715	268	278	213
7700	neutral_1715	153	117	163
7701	neutral_1715	704	806	670
7702	neutral_1715	419	412	336
7703	neutral_1716	284	248	283
7704	neutral_1716	93	114	89
7705	neutral_1716	226	195	205
7706	neutral_1716	124	210	105
7707	neutral_1717	302	305	304
7708	neutral_1717	241	293	247
7709	neutral_1717	184	105	171
7710	neutral_1717	293	315	274
7711	neutral_1718	66	66	89
7712	neutral_1718	665	679	527
7713	neutral_1718	307	262	235
7714	neutral_1718	112	105	90
7715	neutral_1719	59	44	40
7716	neutral_1719	161	174	218
7717	neutral_1719	122	157	97
7718	neutral_1719	175	226	206
7719	neutral_1720	232	293	249
7720	neutral_1720	48	80	24
7721	neutral_1720	1347	1259	1470
7722	essential_190	514	94	67
7723	neutral_1720	233	190	257
7724	neutral_1721	547	513	516
7725	neutral_1721	398	346	348
7726	neutral_1721	190	232	172
7727	neutral_1721	108	119	91
7728	essential_190	684	325	380
7729	neutral_1722	268	180	230
7730	neutral_1722	1573	1629	1467
7731	neutral_1722	1306	1257	1440
7732	neutral_1722	352	395	359
7733	neutral_1723	179	265	133
7734	essential_190	174	43	45
7735	neutral_1723	679	668	712
7736	neutral_1723	100	80	196
7737	essential_190	759	151	117
7738	neutral_1723	189	173	212
7739	neutral_1724	238	238	245
7740	neutral_1724	207	174	213
7741	neutral_1724	344	379	275
7742	neutral_1724	845	823	979
7743	neutral_1725	390	256	367
7744	neutral_1725	191	189	131
7745	neutral_1725	442	390	451
7746	neutral_1725	218	318	166
7747	neutral_1726	640	645	690
7748	neutral_1726	484	395	468
7749	neutral_1726	167	206	196
7750	neutral_1726	674	779	711
7751	neutral_1727	573	618	700
7752	neutral_1727	236	201	181
7753	neutral_1727	42	39	43
7754	neutral_1727	454	474	530
7755	neutral_1728	93	111	163
7756	neutral_1728	426	439	398
7757	neutral_1728	895	702	904
7758	neutral_1728	229	192	311
7759	neutral_1729	159	120	227
7760	neutral_1729	428	425	317
7761	essential_191	326	117	87
7762	neutral_1729	688	703	679
7763	neutral_1729	224	124	284
7764	neutral_1730	298	309	293
7765	neutral_1730	69	79	61
7766	neutral_1730	783	798	695
7767	neutral_1730	86	97	110
7768	neutral_1731	373	480	463
7769	neutral_1731	158	138	109
7770	neutral_1731	868	829	1018
7771	neutral_1731	587	606	713
7772	neutral_1732	209	208	204
7773	neutral_1732	296	179	214
7774	neutral_1732	456	465	453
7775	essential_191	222	33	29
7776	neutral_1732	188	260	210
7777	neutral_1733	348	295	365
7778	neutral_1733	292	330	505
7779	neutral_1733	631	627	724
7780	neutral_1733	872	902	858
7781	neutral_1734	214	148	248
7782	neutral_1734	614	493	585
7783	neutral_1734	312	291	226
7784	neutral_1734	523	446	438
7785	neutral_1735	244	224	319
7786	neutral_1735	210	157	109
7787	neutral_1735	1213	1213	1054
7788	essential_191	145	109	163
7789	neutral_1735	164	160	179
7790	neutral_1736	823	888	816
7791	neutral_1736	198	261	242
7792	neutral_1736	253	226	172
7793	essential_191	655	213	331
7794	neutral_1736	644	469	495
7795	neutral_1737	480	494	411
7796	neutral_1737	592	597	551
7797	neutral_1737	133	139	178
7798	neutral_1737	481	507	511
7799	neutral_1738	206	226	168
7800	neutral_1738	863	841	732
7801	neutral_1738	334	240	258
7802	neutral_1738	484	381	468
7803	neutral_1739	131	82	140
7804	neutral_1739	411	321	384
7805	neutral_1739	261	326	298
7806	neutral_1739	115	85	86
7807	neutral_1740	467	430	320
7808	neutral_1740	135	92	195
7809	essential_192	91	18	27
7810	neutral_1740	92	115	43
7811	neutral_1740	95	56	84
7812	essential_192	717	336	431
7813	neutral_1741	426	405	496
7814	neutral_1741	458	359	491
7815	neutral_1741	175	191	114
7816	neutral_1741	512	537	449
7817	neutral_1742	257	323	210
7818	essential_192	308	61	84
7819	neutral_1742	407	424	388
7820	neutral_1742	132	137	63
7821	neutral_1742	330	406	333
7822	neutral_1743	197	183	162
7823	essential_192	402	122	112
7824	neutral_1743	385	442	376
7825	neutral_1743	279	210	207
7826	neutral_1743	422	343	361
7827	neutral_1744	922	938	686
7828	neutral_1744	123	137	105
7829	neutral_1744	225	191	192
7830	neutral_1744	94	76	51
7831	neutral_1745	308	283	276
7832	neutral_1745	471	343	554
7833	neutral_1745	198	234	151
7834	neutral_1745	1169	1193	1222
7835	neutral_1746	487	348	526
7836	neutral_1746	155	122	83
7837	neutral_1746	647	606	742
7838	neutral_1746	192	125	159
7839	neutral_1747	331	272	307
7840	neutral_1747	894	908	1004
7841	essential_193	206	32	34
7842	neutral_1747	398	487	335
7843	neutral_1747	208	292	233
7844	neutral_1748	262	331	290
7845	neutral_1748	393	368	397
7846	neutral_1748	346	277	296
7847	neutral_1748	242	274	225
7848	essential_193	138	32	23
7849	neutral_1749	247	342	265
7850	neutral_1749	227	281	239
7851	neutral_1749	306	295	191
7852	neutral_1749	751	703	852
7853	neutral_1750	232	235	239
7854	neutral_1750	848	1012	929
7855	essential_193	189	16	33
7856	neutral_1750	215	106	192
7857	neutral_1750	343	353	272
7858	essential_193	160	140	222
7859	essential_194	230	39	64
7860	neutral_1751	218	184	129
7861	neutral_1751	47	42	70
7862	neutral_1751	334	350	326
7863	neutral_1751	247	162	232
7864	neutral_1752	122	123	73
7865	neutral_1752	46	19	35
7866	neutral_1752	235	213	159
7867	neutral_1752	293	202	194
7868	neutral_1753	256	261	365
7869	neutral_1753	182	170	146
7870	neutral_1753	123	108	128
7871	neutral_1753	225	170	203
7872	essential_194	232	98	64
7873	neutral_1754	133	113	180
7874	essential_194	599	476	574
7875	essential_194	791	614	672
7876	neutral_1754	799	814	830
7877	neutral_1754	440	383	424
7878	neutral_1754	111	138	75
7879	neutral_1755	239	218	320
7880	neutral_1755	184	323	211
7881	neutral_1755	296	304	195
7882	neutral_1755	110	82	172
7883	neutral_1756	754	646	963
7884	neutral_1756	1285	1453	1329
7885	neutral_1756	233	224	179
7886	neutral_1756	686	547	658
7887	neutral_1757	509	347	439
7888	neutral_1757	483	448	336
7889	neutral_1757	665	706	747
7890	neutral_1757	64	100	85
7891	neutral_1758	1647	1988	1587
7892	neutral_1758	249	272	251
7893	neutral_1758	201	199	169
7894	neutral_1758	114	117	189
7895	neutral_1759	104	166	91
7896	neutral_1759	305	343	243
7897	neutral_1759	471	423	560
7898	neutral_1759	850	833	714
7899	neutral_1760	87	79	87
7900	neutral_1760	165	130	165
7901	neutral_1760	415	416	401
7902	neutral_1760	508	531	574
7903	neutral_1761	123	105	187
7904	essential_195	62	20	2
7905	neutral_1761	112	113	77
7906	neutral_1761	668	692	649
7907	neutral_1761	698	544	717
7908	neutral_1762	2287	2552	2110
7909	neutral_1762	131	104	85
7910	neutral_1762	132	139	151
7911	neutral_1762	2085	2248	1972
7912	essential_195	296	307	247
7913	neutral_1763	185	196	241
7914	neutral_1763	248	180	242
7915	essential_195	252	41	44
7916	neutral_1763	411	344	319
7917	neutral_1763	108	87	102
7918	neutral_1764	158	164	178
7919	neutral_1764	1531	1511	1417
7920	essential_195	111	8	27
7921	essential_196	237	59	87
7922	neutral_1764	265	270	264
7923	neutral_1764	722	538	751
7924	neutral_1765	223	204	237
7925	neutral_1765	300	326	344
7926	neutral_1765	1090	1224	1065
7927	neutral_1765	185	150	225
7928	neutral_1766	234	224	267
7929	neutral_1766	1216	1258	1212
7930	neutral_1766	125	121	142
7931	essential_196	285	50	70
7932	neutral_1766	1107	1216	972
7933	neutral_1767	645	850	619
7934	neutral_1767	328	261	436
7935	neutral_1767	367	357	314
7936	neutral_1767	111	65	107
7937	neutral_1768	299	279	304
7938	essential_196	169	9	13
7939	neutral_1768	499	460	406
7940	neutral_1768	1013	872	894
7941	neutral_1768	121	132	112
7942	essential_196	313	96	103
7943	neutral_1769	246	245	188
7944	neutral_1769	1507	1831	1630
7945	neutral_1769	414	413	409
7946	neutral_1769	581	875	597
7947	neutral_1770	155	154	121
7948	essential_197	148	33	14
7949	neutral_1770	1292	1176	1385
7950	neutral_1770	137	131	65
7951	neutral_1770	383	487	366
7952	neutral_1771	358	414	305
7953	neutral_1771	101	109	117
7954	neutral_1771	576	566	596
7955	essential_197	204	82	82
7956	neutral_1771	248	227	186
7957	neutral_1772	563	590	583
7958	neutral_1772	251	208	226
7959	neutral_1772	523	524	469
7960	neutral_1772	243	250	235
7961	neutral_1773	643	612	644
7962	neutral_1773	454	563	573
7963	neutral_1773	808	980	694
7964	neutral_1773	315	250	258
7965	neutral_1774	127	79	164
7966	neutral_1774	48	93	60
7967	essential_197	186	66	77
7968	essential_197	77	2	7
7969	neutral_1774	580	662	651
7970	neutral_1774	339	277	403
7971	neutral_1775	1061	1047	976
7972	neutral_1775	47	58	62
7973	essential_198	464	95	110
7974	neutral_1775	322	399	386
7975	neutral_1775	321	374	302
7976	neutral_1776	845	775	718
7977	neutral_1776	107	122	55
7978	neutral_1776	207	213	174
7979	neutral_1776	52	15	43
7980	essential_198	889	361	280
7981	neutral_1777	368	249	426
7982	neutral_1777	195	184	193
7983	growthsupressing_19	444	3538	4084
7984	neutral_1777	707	655	690
7985	essential_198	48	21	65
7986	neutral_1777	50	29	57
7987	neutral_1778	613	880	597
7988	neutral_1778	507	559	543
7989	essential_198	362	311	299
7990	neutral_1778	3161	3210	3344
7991	neutral_1778	1267	1290	1498
7992	neutral_1779	266	221	247
7993	essential_199	527	393	508
7994	essential_199	273	22	32
7995	neutral_1779	682	656	559
7996	neutral_1779	120	100	136
7997	neutral_1779	374	256	375
7998	neutral_1780	2788	2809	3159
7999	neutral_1780	253	274	165
8000	neutral_1780	148	249	161
8001	neutral_1780	851	1062	842
8002	essential_199	363	34	56
8003	neutral_1781	86	103	68
8004	neutral_1781	201	211	227
8005	neutral_1781	358	403	299
8006	neutral_1781	489	510	449
8007	neutral_1782	379	469	364
8008	neutral_1782	87	93	59
8009	neutral_1782	463	454	556
8010	neutral_1782	843	883	784
8011	neutral_1783	191	197	234
8012	neutral_1783	411	464	441
8013	neutral_1783	133	140	101
8014	neutral_1783	617	573	679
8015	neutral_1784	275	281	360
8016	neutral_1784	452	470	391
8017	neutral_1784	547	535	500
8018	neutral_1784	511	492	577
8019	neutral_1785	1364	1377	1288
8020	neutral_1785	1371	1389	1516
8021	growthsupressing_20	494	3172	3234
8022	neutral_1785	96	146	117
8023	neutral_1785	334	364	495
8024	neutral_1786	534	671	544
8025	neutral_1786	376	365	376
8026	neutral_1786	366	297	290
8027	neutral_1786	534	559	538
8028	neutral_1787	571	542	547
8029	neutral_1787	682	939	657
8030	neutral_1787	369	461	298
8031	neutral_1787	52	85	52
8032	neutral_1788	351	424	334
8033	neutral_1788	86	90	49
8034	neutral_1788	379	304	305
8035	neutral_1788	83	46	56
8036	neutral_1789	437	550	272
8037	essential_199	361	46	73
8038	neutral_1789	305	396	249
8039	essential_200	270	276	226
8040	neutral_1789	199	130	140
8041	neutral_1789	203	190	160
8042	neutral_1790	64	69	51
8043	neutral_1790	269	273	247
8044	neutral_1790	292	226	476
8045	neutral_1790	207	158	144
8046	neutral_1791	126	204	138
8047	neutral_1791	385	371	338
8048	neutral_1791	267	221	190
8049	neutral_1791	855	1013	828
8050	neutral_1792	85	53	84
8051	neutral_1792	94	67	92
8052	neutral_1792	247	203	164
8053	neutral_1792	128	208	262
8054	neutral_1793	850	844	802
8055	neutral_1793	592	709	510
8056	neutral_1793	376	234	452
8057	neutral_1793	679	580	807
8058	neutral_1794	147	131	144
8059	neutral_1794	94	112	91
8060	neutral_1794	943	820	963
8061	neutral_1794	451	448	401
8062	neutral_1795	140	149	133
8063	neutral_1795	459	549	361
8064	neutral_1795	255	222	194
8065	neutral_1795	79	62	94
8066	neutral_1796	105	100	101
8067	neutral_1796	562	458	726
8068	neutral_1796	427	353	473
8069	neutral_1796	758	791	637
8070	neutral_1797	186	134	111
8071	neutral_1797	143	240	222
8072	neutral_1797	14	3	2
8073	neutral_1797	247	253	236
8074	neutral_1798	169	122	115
8075	neutral_1798	310	438	294
8076	neutral_1798	206	275	215
8077	neutral_1798	812	902	805
8078	neutral_1799	432	489	347
8079	neutral_1799	260	202	338
8080	neutral_1799	316	232	311
8081	neutral_1799	560	621	477
8082	essential_200	132	45	26
8083	neutral_1800	296	301	286
8084	essential_200	23	6	0
8085	neutral_1800	344	379	246
8086	neutral_1800	938	900	1135
8087	neutral_1800	71	110	70
8088	neutral_1801	501	634	458
8089	neutral_1801	96	118	133
8090	neutral_1801	88	66	63
8091	neutral_1801	202	235	152
8092	neutral_1802	171	163	176
8093	neutral_1802	966	1034	1034
8094	neutral_1802	346	298	398
8095	neutral_1802	279	372	236
8096	neutral_1803	94	95	112
8097	neutral_1803	206	167	201
8098	neutral_1803	276	251	288
8099	neutral_1803	74	134	68
8100	neutral_1804	82	70	156
8101	neutral_1804	318	294	312
8102	neutral_1804	519	678	527
8103	neutral_1804	347	380	402
8104	neutral_1805	406	433	411
8105	neutral_1805	212	226	227
8106	neutral_1805	118	44	147
8107	neutral_1805	247	244	339
8108	neutral_1806	115	97	77
8109	neutral_1806	360	272	321
8110	essential_200	145	20	14
8111	neutral_1806	438	443	349
8112	neutral_1806	79	78	71
8113	neutral_1807	271	336	328
8114	neutral_1807	386	296	511
8115	neutral_1807	120	121	100
8116	neutral_1807	212	327	282
8117	growthsupressing_20	191	314	368
8118	essential_201	184	27	18
8119	neutral_1808	297	351	248
8120	neutral_1808	625	586	700
8121	growthsupressing_20	140	578	416
8122	essential_201	185	11	25
8123	neutral_1808	123	102	120
8124	neutral_1808	415	340	511
8125	neutral_1809	154	89	101
8126	neutral_1809	111	187	156
8127	essential_201	528	108	87
8128	neutral_1809	358	410	362
8129	neutral_1809	293	277	238
8130	neutral_1810	706	593	639
8131	neutral_1810	176	204	171
8132	neutral_1810	99	167	118
8133	neutral_1810	1138	1011	1271
8134	neutral_1811	605	574	683
8135	neutral_1811	127	253	115
8136	neutral_1811	144	137	140
8137	neutral_1811	70	69	80
8138	neutral_1812	76	125	60
8139	neutral_1812	80	158	80
8140	neutral_1812	439	469	471
8141	neutral_1812	213	207	275
8142	neutral_1813	325	294	443
8143	neutral_1813	256	259	174
8144	neutral_1813	170	100	192
8145	neutral_1813	59	33	49
8146	neutral_1814	568	423	577
8147	neutral_1814	630	575	688
8148	neutral_1814	391	394	398
